npi,communityId
1003013947,4234
1003019902,4244
1003031261,4234
1003050972,4244
1003063314,4244
1003071333,2542
1003075862,2802
1003077728,4244
1003090424,4234
1003098963,4244
1003101684,4226
1003112277,2802
1003113200,4245
1003149147,4244
1003153743,4245
1003168287,4239
1003198359,2802
1003202292,4245
1003224155,4247
1003801788,4234
1003802042,4234
1003811696,4238
1003813593,4234
1003815697,4234
1003815978,4234
1003819277,4239
1003819772,4245
1003833872,4236
1003854258,2802
1003855537,4238
1003858267,4236
1003860982,4234
1003862566,4239
1003876236,4234
1003897380,4234
1003903121,4245
1003903139,4244
1003905969,4239
1003906751,4247
1003908435,4244
1003910712,4245
1003922881,4226
1003990110,4244
1003991167,4244
1013004142,4244
1013009448,4244
1013013234,4226
1013042910,4239
1013064153,4238
1013064831,4234
1013064989,4244
1013067156,4239
1013071984,4239
1013079383,4238
1013107697,4244
1013118082,4244
1013118090,4244
1013178383,4234
1013179860,4245
1013184340,4239
1013201649,4244
1013226026,4234
1013233279,4245
1013233865,4239
1013273044,4239
1013312974,4238
1013313626,4239
1013348705,2802
1013386929,4247
1013391622,4234
1013453729,4244
1013902782,4234
1013905322,4239
1013908730,4239
1013920735,4247
1013928506,4244
1013957976,4239
1013958776,2802
1013961473,2802
1013962687,2802
1013964741,2542
1013973387,4234
1013991850,4234
1013992106,4234
1013996222,4245
1023000999,4234
1023004041,4239
1023004264,4234
1023009818,4239
1023046554,4239
1023046794,4236
1023046901,4244
1023055126,4234
1023065232,4239
1023069887,4244
1023076882,2802
1023078243,2802
1023094851,4234
1023099074,4247
1023100435,4244
1023103462,4234
1023105137,4244
1023105145,4244
1023105152,4244
1023165909,4244
1023192135,4244
1023205531,4239
1023220753,4244
1023251428,4234
1023252566,4244
1023253549,4234
1023262466,4244
1023295664,4239
1023307022,4244
1023312444,4244
1023337979,4226
1023343910,4234
1023351848,4244
1023434248,4245
1023434438,4244
1023452331,4226
1023454592,4239
1033100763,4238
1033103551,4245
1033144647,4239
1033168059,4244
1033184320,4245
1033187810,2802
1033190954,4234
1033206149,4244
1033206156,4244
1033215157,4234
1033225073,4226
1033227764,4239
1033230404,4244
1033246640,4238
1033293147,4244
1033293154,4244
1033297429,4226
1033311196,4244
1033311360,4244
1033313127,4245
1033316484,4245
1033323159,4234
1033326335,4244
1033391008,4239
1033459672,4236
1033472592,4245
1033482393,4244
1033488432,4245
1033532585,4234
1033542980,4226
1033570015,4234
1033590526,4245
1043205008,4234
1043206329,4226
1043206386,4239
1043217854,4234
1043218654,4234
1043219165,4234
1043220320,4244
1043226293,4244
1043229495,4244
1043232879,4239
1043250186,4245
1043253537,4244
1043281710,2802
1043288509,4238
1043294747,4245
1043296262,4239
1043296890,4244
1043299464,4245
1043300288,4239
1043302466,4244
1043318157,4234
1043319486,4244
1043326127,4234
1043351471,2802
1043394166,4244
1043411564,4244
1043451073,4244
1043453632,4238
1043475288,4226
1043480676,4226
1043481369,4234
1043484447,4226
1043522311,4234
1043576689,4239
1043614175,4239
1043615644,4247
1043629561,4244
1043663719,4234
1043671647,4234
1043755986,4244
1053303248,4234
1053306175,4234
1053308502,4238
1053309492,2802
1053310961,4234
1053314963,4239
1053317685,4245
1053322818,4244
1053335984,4239
1053337717,4234
1053343251,4244
1053349100,4244
1053350074,2802
1053350215,4234
1053366369,4245
1053380881,2542
1053382648,2802
1053390682,4238
1053394916,4234
1053406405,4234
1053408567,4234
1053421941,4234
1053425181,4247
1053452482,4244
1053453795,4245
1053468926,4244
1053470062,4234
1053495168,4244
1053519785,4234
1053521997,4244
1053559187,4244
1053608364,4234
1053631705,4244
1053638148,4238
1053639195,4244
1053663716,4239
1053679951,4234
1053719682,4234
1053760595,4239
1063403434,4239
1063407351,4234
1063407534,4236
1063415131,4236
1063416436,4234
1063445641,4244
1063449031,4238
1063449627,4226
1063452399,4239
1063452902,4239
1063458255,4239
1063462315,4244
1063467876,4234
1063483568,4245
1063485274,4234
1063485373,4239
1063487551,4234
1063502037,2802
1063506921,4245
1063520666,2542
1063525665,4244
1063528651,4239
1063596161,4244
1063665198,4244
1063671832,4234
1063673622,4234
1063704773,4244
1063730059,4234
1063739480,4234
1063742229,4234
1063774537,4234
1063829323,4234
1063831097,2542
1063864775,4238
1063884138,4234
1063956589,4245
1063965168,4239
1073050209,4244
1073065702,4244
1073505830,4239
1073509097,4239
1073516001,4236
1073516340,4239
1073518734,2542
1073524906,2802
1073537072,4245
1073547402,4234
1073549176,4244
1073553608,4244
1073556023,4239
1073557831,4234
1073559753,4234
1073566212,4226
1073566626,2802
1073581922,4239
1073591467,4239
1073600102,4244
1073605499,4244
1073606000,4244
1073607784,4244
1073612412,4244
1073627170,4244
1073633780,4238
1073664280,4239
1073697181,4244
1073727301,4234
1073733093,4239
1073741211,4234
1073742250,4247
1073773982,4239
1073775706,4234
1073777470,4244
1073779930,4238
1073791612,4244
1073797502,4244
1073808747,4244
1073856696,4234
1073873972,4234
1073892451,4234
1073905774,4226
1073912168,4244
1073919619,4234
1073921011,4244
1083028286,4234
1083033476,4244
1083033609,4244
1083601397,4238
1083606248,4239
1083609481,4234
1083610547,4236
1083611651,4239
1083614044,2802
1083615934,4234
1083616387,4239
1083648604,4244
1083659163,4234
1083660518,4236
1083661730,4234
1083665962,4245
1083668594,4238
1083686513,4239
1083687305,4245
1083701106,4244
1083703540,4234
1083706402,4244
1083710172,4226
1083712939,4244
1083713424,4244
1083715031,4234
1083737589,2802
1083796320,4244
1083798193,4244
1083841993,4244
1083859730,4244
1083865976,4234
1083871164,4244
1083890941,4244
1083905822,4234
1083941769,4244
1093017584,4244
1093028599,4244
1093030660,4244
1093045130,4239
1093046054,4244
1093051427,4244
1093058018,4234
1093159444,4234
1093170318,4244
1093189409,4244
1093255648,4234
1093706962,4234
1093716748,4244
1093718272,4236
1093738536,2802
1093742736,2802
1093745721,4244
1093750564,4234
1093753303,4234
1093753626,4226
1093753840,4234
1093754327,4226
1093791063,4239
1093800104,4244
1093802126,4244
1093807422,4244
1093808107,4244
1093809857,4234
1093814428,4244
1093818981,4244
1093830176,4234
1093887606,4226
1093931628,4226
1104020684,4244
1104025329,4244
1104027184,4234
1104031053,4244
1104033265,4239
1104043082,4245
1104064088,4244
1104083757,4239
1104137215,4247
1104138908,4247
1104142314,4234
1104155332,4244
1104183235,4244
1104185826,4238
1104238153,4239
1104269067,4239
1104378538,4245
1104802271,4234
1104804145,2542
1104812478,4245
1104812551,4234
1104817667,4234
1104817907,4239
1104818269,4239
1104818889,4234
1104820760,4239
1104823616,4234
1104825769,4238
1104829340,4234
1104836741,4245
1104837327,4247
1104839083,4244
1104859115,2802
1104861624,4239
1104862234,4244
1104863554,4239
1104871029,4245
1104875459,4245
1104879352,4239
1104879774,2802
1104890003,4245
1104897164,4226
1104905694,4234
1104911387,4244
1104912013,4244
1104933738,4245
1104951177,4244
1104973080,4234
1104973924,4234
1104989581,4239
1114001229,4239
1114004983,4239
1114019528,4238
1114019536,4244
1114019833,4226
1114020336,4234
1114023355,4244
1114026549,4244
1114062197,2802
1114065398,4226
1114074085,4245
1114074093,4244
1114085834,4247
1114101128,4234
1114101300,4234
1114104494,4239
1114121712,4226
1114151479,4244
1114164787,4234
1114174547,4244
1114191731,4244
1114216033,4244
1114243789,4234
1114247848,4244
1114257391,4234
1114271376,2802
1114283876,4234
1114321023,2802
1114914900,4236
1114916095,4245
1114927936,4234
1114953080,2802
1114956687,2802
1114960622,4236
1114961513,4234
1114961596,4234
1114966355,4234
1114966835,4239
1114967023,4244
1114967353,4245
1114967684,4238
1114969383,4236
1114974979,4234
1114979184,4226
1114997038,4234
1124003504,4234
1124003561,2802
1124004593,4244
1124005145,4234
1124007919,4234
1124007984,4245
1124012950,4238
1124014501,4234
1124020011,4245
1124024344,4245
1124025192,4239
1124032255,4239
1124043880,4245
1124061676,2802
1124065362,4234
1124065420,4245
1124066683,4239
1124067533,4239
1124069836,4234
1124073473,2802
1124083720,4234
1124096904,2802
1124097126,4245
1124098777,4244
1124102249,4244
1124108279,4234
1124115241,4244
1124115258,4244
1124135280,4244
1124139456,4244
1124145636,4244
1124150016,4247
1124175096,4244
1124175914,4245
1124175922,4234
1124175948,4238
1124219969,4244
1124222609,4244
1124226477,4239
1124226501,4245
1124238951,2802
1124242508,4244
1124246681,4226
1124261920,4245
1124262175,4234
1124292081,4244
1124323449,4244
1124323894,4244
1124345814,4244
1124370630,4244
1124381371,4226
1124387709,4244
1124466107,4245
1124467451,4239
1124474663,4234
1124491584,4244
1124578687,4239
1134102304,4239
1134103831,4234
1134114630,4244
1134117690,2802
1134121130,4234
1134122310,4244
1134128739,4244
1134145204,4234
1134154461,4245
1134158462,4234
1134162134,4234
1134163694,4234
1134168982,4245
1134178171,4239
1134186042,4234
1134191067,4244
1134203243,4244
1134211543,4244
1134211550,4238
1134216245,4244
1134225089,2802
1134267008,4238
1134321235,4239
1134324544,4226
1134325947,4239
1134337983,4238
1134346323,4239
1134351133,4236
1134355647,4226
1134357718,4234
1134377922,4239
1134410129,4245
1134410608,4244
1134418676,4244
1134451412,4234
1134486467,4244
1134497407,4234
1134509706,4247
1134534142,4239
1134545197,4244
1134557481,4239
1134592884,4244
1144205519,4239
1144211830,4239
1144214701,4236
1144216482,4226
1144216516,4244
1144220310,4239
1144220450,4244
1144222035,4234
1144223223,4239
1144224981,4239
1144227778,4236
1144237751,4226
1144248865,4244
1144259631,4245
1144264458,4238
1144267279,4234
1144273061,2802
1144274416,2802
1144283896,4234
1144285099,4239
1144288747,4247
1144290529,4238
1144299108,4239
1144305152,4239
1144309121,4234
1144311580,4234
1144312554,4244
1144312562,4244
1144377003,4244
1144377011,4244
1144377029,4244
1144377946,4244
1144377953,4244
1144381450,4226
1144383738,4245
1144409830,4239
1144411323,4244
1144412958,4245
1144413956,4239
1144464843,4244
1144469826,4244
1144475708,4244
1144502337,2802
1144544719,4238
1144556168,4239
1144565441,4239
1144582081,4234
1144585654,4234
1144587205,4244
1144588690,4244
1144618133,4245
1144625963,4244
1144664376,4234
1144668286,4226
1144772153,4239
1154303592,4244
1154311413,4244
1154312908,4239
1154313302,4245
1154313708,4234
1154320513,4234
1154324325,4245
1154339737,4244
1154342046,4234
1154344836,4226
1154350759,4244
1154359289,4244
1154359602,4244
1154365518,4234
1154366409,4239
1154376259,4239
1154380723,4247
1154386035,4245
1154392918,2802
1154394344,4239
1154398105,4226
1154413573,4244
1154418267,4244
1154420594,4244
1154425361,4226
1154436590,4244
1154478956,4244
1154478964,4244
1154491207,4234
1154501443,4226
1154512275,4244
1154534923,2802
1154560555,4234
1154576825,4245
1154596732,2802
1154597458,4244
1154615508,4234
1154625580,4244
1154637288,4244
1154647188,4239
1154692960,4238
1154699338,4244
1154728467,4239
1154747889,4247
1154790335,4244
1154863298,4234
1164404315,4244
1164426979,4239
1164457867,4244
1164461315,4239
1164468906,4244
1164485272,4244
1164490488,4247
1164504544,4234
1164506275,4244
1164519294,4244
1164579967,4238
1164590386,2802
1164598876,4245
1164609475,4239
1164628368,4244
1164637369,4244
1164659496,4234
1164659512,4234
1164659801,4244
1164693008,4244
1164718144,4244
1164765798,4245
1164787750,4245
1164827218,4247
1164829057,4244
1164832648,2802
1164852315,4239
1164862124,4244
1164884029,4239
1164979753,4234
1174500425,4245
1174500896,4245
1174509566,4239
1174515316,4239
1174517593,4244
1174522718,4244
1174526065,4244
1174533772,4244
1174537294,2802
1174543516,4234
1174555072,4239
1174556492,4239
1174558571,4234
1174561989,4244
1174564314,4245
1174565543,4239
1174572796,4226
1174574214,4234
1174576599,4234
1174577696,2802
1174580286,4234
1174584403,4239
1174593271,4239
1174602700,4234
1174615504,4244
1174615595,4244
1174622500,4238
1174664296,4234
1174669998,4247
1174670046,4244
1174670962,4244
