ZIP,CBSA,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
00737,41980,1.000000000,1.000000000,1.000000000,1.000000000
00738,41980,1.000000000,1.000000000,1.000000000,1.000000000
00739,41980,1.000000000,1.000000000,1.000000000,1.000000000
00740,41980,1.000000000,1.000000000,1.000000000,1.000000000
00741,41980,1.000000000,1.000000000,1.000000000,1.000000000
00742,41980,0.000000000,0.000000000,1.000000000,1.000000000
00744,41980,1.000000000,1.000000000,1.000000000,1.000000000
00745,41980,1.000000000,1.000000000,1.000000000,1.000000000
00751,42180,0.001325140,0.000000000,0.000000000,0.001228910
00751,17640,0.998674858,1.000000000,1.000000000,0.998771087
00754,41980,1.000000000,1.000000000,1.000000000,1.000000000
00757,42180,0.997870671,1.000000000,1.000000000,0.997979153
00757,17620,0.002129330,0.000000000,0.000000000,0.002020850
00765,99999,1.000000000,1.000000000,1.000000000,1.000000000
00766,38660,1.000000000,1.000000000,1.000000000,1.000000000
00767,41980,1.000000000,1.000000000,1.000000000,1.000000000
00769,17620,1.000000000,1.000000000,1.000000000,1.000000000
00771,41980,1.000000000,1.000000000,1.000000000,1.000000000
00772,41980,1.000000000,1.000000000,1.000000000,1.000000000
00773,41980,1.000000000,1.000000000,1.000000000,1.000000000
00775,99999,0.000000000,0.000000000,1.000000000,1.000000000
00777,41980,1.000000000,1.000000000,1.000000000,1.000000000
00778,41980,1.000000000,1.000000000,1.000000000,1.000000000
00780,38660,1.000000000,1.000000000,1.000000000,1.000000000
00782,41980,1.000000000,1.000000000,1.000000000,1.000000000
00783,41980,1.000000000,1.000000000,1.000000000,1.000000000
00784,25020,1.000000000,1.000000000,1.000000000,1.000000000
00785,25020,1.000000000,1.000000000,1.000000000,1.000000000
00786,41980,0.000000000,0.000000000,1.000000000,1.000000000
00791,41980,1.000000000,1.000000000,1.000000000,1.000000000
00792,41980,1.000000000,1.000000000,1.000000000,1.000000000
00794,41980,1.000000000,1.000000000,1.000000000,1.000000000
00795,38660,1.000000000,1.000000000,1.000000000,1.000000000
00802,99999,1.000000000,1.000000000,1.000000000,1.000000000
00820,99999,1.000000000,1.000000000,1.000000000,1.000000000
00830,99999,1.000000000,1.000000000,1.000000000,1.000000000
00840,99999,1.000000000,1.000000000,1.000000000,1.000000000
00850,99999,1.000000000,1.000000000,1.000000000,1.000000000
00901,41980,1.000000000,1.000000000,1.000000000,1.000000000
00902,41980,1.000000000,1.000000000,1.000000000,1.000000000
00907,41980,1.000000000,1.000000000,1.000000000,1.000000000
00908,41980,1.000000000,1.000000000,1.000000000,1.000000000
00909,41980,1.000000000,1.000000000,1.000000000,1.000000000
00910,41980,1.000000000,1.000000000,1.000000000,1.000000000
00911,41980,1.000000000,1.000000000,1.000000000,1.000000000
00912,41980,1.000000000,1.000000000,1.000000000,1.000000000
00913,41980,1.000000000,1.000000000,1.000000000,1.000000000
00914,41980,1.000000000,1.000000000,1.000000000,1.000000000
00915,41980,1.000000000,1.000000000,1.000000000,1.000000000
00916,41980,1.000000000,1.000000000,1.000000000,1.000000000
00917,41980,1.000000000,1.000000000,1.000000000,1.000000000
00918,41980,1.000000000,1.000000000,1.000000000,1.000000000
00919,41980,1.000000000,1.000000000,1.000000000,1.000000000
00920,41980,1.000000000,1.000000000,1.000000000,1.000000000
00921,41980,1.000000000,1.000000000,1.000000000,1.000000000
00922,41980,1.000000000,1.000000000,1.000000000,1.000000000
00923,41980,1.000000000,1.000000000,1.000000000,1.000000000
00924,41980,1.000000000,1.000000000,1.000000000,1.000000000
00925,41980,1.000000000,1.000000000,1.000000000,1.000000000
00926,41980,1.000000000,1.000000000,1.000000000,1.000000000
00927,41980,1.000000000,1.000000000,1.000000000,1.000000000
00928,41980,1.000000000,1.000000000,1.000000000,1.000000000
00929,41980,1.000000000,1.000000000,1.000000000,1.000000000
00931,41980,1.000000000,1.000000000,1.000000000,1.000000000
00934,41980,1.000000000,1.000000000,1.000000000,1.000000000
00935,41980,0.000000000,1.000000000,0.000000000,1.000000000
00936,41980,1.000000000,1.000000000,1.000000000,1.000000000
00937,41980,1.000000000,1.000000000,1.000000000,1.000000000
00940,41980,1.000000000,1.000000000,1.000000000,1.000000000
00949,41980,1.000000000,1.000000000,1.000000000,1.000000000
00950,41980,1.000000000,1.000000000,1.000000000,1.000000000
00951,41980,1.000000000,1.000000000,1.000000000,1.000000000
00952,41980,1.000000000,1.000000000,1.000000000,1.000000000
00953,41980,1.000000000,1.000000000,1.000000000,1.000000000
00954,41980,1.000000000,1.000000000,1.000000000,1.000000000
00956,41980,1.000000000,1.000000000,1.000000000,1.000000000
00957,41980,1.000000000,1.000000000,1.000000000,1.000000000
00958,41980,1.000000000,1.000000000,1.000000000,1.000000000
00959,41980,1.000000000,1.000000000,1.000000000,1.000000000
